label,keras_probability,float32_tflite_probability,int8_tflite_probability
0.000000000000000000e+00,4.256633934218712056e-11,4.256651281453471825e-11,0.000000000000000000e+00
0.000000000000000000e+00,4.665340162801623336e-12,4.665322815566863568e-12,0.000000000000000000e+00
0.000000000000000000e+00,3.482003314153603313e-12,3.482023480314011543e-12,0.000000000000000000e+00
0.000000000000000000e+00,3.797629311713679456e-12,3.797636250607583364e-12,0.000000000000000000e+00
0.000000000000000000e+00,3.192633874285477624e-12,3.192628019593746203e-12,0.000000000000000000e+00
0.000000000000000000e+00,4.614363903997220628e-13,4.614363903997220628e-13,0.000000000000000000e+00
0.000000000000000000e+00,5.562439614817393796e-13,5.562440156918480039e-13,0.000000000000000000e+00
0.000000000000000000e+00,3.683764719045884428e-13,3.683764176944798185e-13,0.000000000000000000e+00
0.000000000000000000e+00,2.608376297071057781e-13,2.608371147110738475e-13,0.000000000000000000e+00
0.000000000000000000e+00,2.219931561438150819e-14,2.219931561438150819e-14,0.000000000000000000e+00
0.000000000000000000e+00,2.128536367616232911e-14,2.128528405506528720e-14,0.000000000000000000e+00
0.000000000000000000e+00,1.734188151154142377e-14,1.734185101835532261e-14,0.000000000000000000e+00
0.000000000000000000e+00,1.221935404829800273e-14,1.221935574236389724e-14,0.000000000000000000e+00
0.000000000000000000e+00,4.486461200513486638e-15,4.486462047546433893e-15,0.000000000000000000e+00
0.000000000000000000e+00,1.585394108474715708e-14,1.585394277881305158e-14,0.000000000000000000e+00
0.000000000000000000e+00,7.604500864189130127e-15,7.604498323090288364e-15,0.000000000000000000e+00
0.000000000000000000e+00,3.322296947285248913e-16,3.322284771186632133e-16,0.000000000000000000e+00
0.000000000000000000e+00,1.134610712539207630e-14,1.134611051352386532e-14,0.000000000000000000e+00
0.000000000000000000e+00,2.265964964561048740e-15,2.265965388077522367e-15,0.000000000000000000e+00
0.000000000000000000e+00,4.821356005001208381e-15,4.821338640825789668e-15,0.000000000000000000e+00
0.000000000000000000e+00,3.173327409967062994e-16,3.173328204060451045e-16,0.000000000000000000e+00
0.000000000000000000e+00,3.685716631828053487e-17,3.685718286189278593e-17,0.000000000000000000e+00
0.000000000000000000e+00,1.663828406478398258e-15,1.663821736093938630e-15,0.000000000000000000e+00
0.000000000000000000e+00,9.739585844690911006e-17,9.739546140021508461e-17,0.000000000000000000e+00
0.000000000000000000e+00,4.172053502511665853e-17,4.172055156872890959e-17,0.000000000000000000e+00
0.000000000000000000e+00,9.707971994295869352e-18,9.708012526145884451e-18,0.000000000000000000e+00
0.000000000000000000e+00,1.266022157991371219e-19,1.266026940129287541e-19,0.000000000000000000e+00
0.000000000000000000e+00,6.681120359249758490e-20,6.681146208643900772e-20,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.960937500000000000e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.960937500000000000e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.960937500000000000e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.960937500000000000e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.960937500000000000e-01
0.000000000000000000e+00,2.132059644442562725e-21,2.132067924326623924e-21,0.000000000000000000e+00
0.000000000000000000e+00,1.838020766590186303e-21,1.838027430887113610e-21,0.000000000000000000e+00
0.000000000000000000e+00,4.235044576978418431e-22,4.235045586720377114e-22,0.000000000000000000e+00
0.000000000000000000e+00,9.398549712243243228e-21,9.398588486334456651e-21,0.000000000000000000e+00
0.000000000000000000e+00,6.450946655590826294e-23,6.450898692847788856e-23,0.000000000000000000e+00
0.000000000000000000e+00,2.447467842827839058e-22,2.447468347698818400e-22,0.000000000000000000e+00
0.000000000000000000e+00,8.539603829360402093e-22,8.539604839102360776e-22,0.000000000000000000e+00
0.000000000000000000e+00,9.827848460575016513e-24,9.827853982601353060e-24,0.000000000000000000e+00
0.000000000000000000e+00,7.862940906749419519e-22,7.862941916491378202e-22,0.000000000000000000e+00
0.000000000000000000e+00,1.459321614068529531e-22,1.459327798738026464e-22,0.000000000000000000e+00
0.000000000000000000e+00,3.700046053033494169e-23,3.700047630755304611e-23,0.000000000000000000e+00
0.000000000000000000e+00,1.867924213165429634e-24,1.867931115698350318e-24,0.000000000000000000e+00
0.000000000000000000e+00,9.337319761351392173e-24,9.337286629193372891e-24,0.000000000000000000e+00
0.000000000000000000e+00,1.114754885727644636e-23,1.114755122385916202e-23,0.000000000000000000e+00
0.000000000000000000e+00,2.424300315439209661e-24,2.424310373415751229e-24,0.000000000000000000e+00
0.000000000000000000e+00,3.874244211390570527e-23,3.874230958527362814e-23,0.000000000000000000e+00
0.000000000000000000e+00,3.893248955281089380e-25,3.893264485980160919e-25,0.000000000000000000e+00
0.000000000000000000e+00,1.060318666285492316e-25,1.060314845240482652e-25,0.000000000000000000e+00
0.000000000000000000e+00,3.220862684788619543e-26,3.220863301086201747e-26,0.000000000000000000e+00
0.000000000000000000e+00,7.822177103229193597e-26,7.822209767001050405e-26,0.000000000000000000e+00
0.000000000000000000e+00,6.532038480090015945e-25,6.532089756048855311e-25,0.000000000000000000e+00
0.000000000000000000e+00,2.181464062745484255e-27,2.181465218303450887e-27,0.000000000000000000e+00
0.000000000000000000e+00,5.630900697047248590e-27,5.630878356259893699e-27,0.000000000000000000e+00
0.000000000000000000e+00,1.487618333551833414e-27,1.487612748354994691e-27,0.000000000000000000e+00
0.000000000000000000e+00,7.888033199156746271e-28,7.888064495518342563e-28,0.000000000000000000e+00
0.000000000000000000e+00,7.419009399795782785e-26,7.419039598377310777e-26,0.000000000000000000e+00
0.000000000000000000e+00,2.603866312608157188e-29,2.603866914461264810e-29,0.000000000000000000e+00
0.000000000000000000e+00,9.499694710043733945e-28,9.499734191607593884e-28,0.000000000000000000e+00
0.000000000000000000e+00,2.962512144257597580e-28,2.962501792384146498e-28,0.000000000000000000e+00
0.000000000000000000e+00,1.991609331427566136e-28,1.991624738867121234e-28,0.000000000000000000e+00
0.000000000000000000e+00,8.479933492029684193e-30,8.479938758244375877e-30,0.000000000000000000e+00
0.000000000000000000e+00,4.002586777340862510e-28,4.002618795926187948e-28,0.000000000000000000e+00
0.000000000000000000e+00,2.256375467196607667e-28,2.256367281994344022e-28,0.000000000000000000e+00
0.000000000000000000e+00,5.057021384830721719e-29,5.057060505282717085e-29,0.000000000000000000e+00
0.000000000000000000e+00,8.664763634623035071e-28,8.664731856778952682e-28,0.000000000000000000e+00
0.000000000000000000e+00,1.903360741740939591e-27,1.903353423207150919e-27,0.000000000000000000e+00
0.000000000000000000e+00,2.236177999128575677e-29,2.236195151942142875e-29,0.000000000000000000e+00
0.000000000000000000e+00,4.194144584434477956e-29,4.194177987281950922e-29,0.000000000000000000e+00
0.000000000000000000e+00,8.311804231505019518e-28,8.311806157434963905e-28,0.000000000000000000e+00
0.000000000000000000e+00,6.278121154882991351e-29,6.278123562295421835e-29,0.000000000000000000e+00
0.000000000000000000e+00,3.255318134828215926e-30,3.255319263302792715e-30,0.000000000000000000e+00
0.000000000000000000e+00,1.770196879287472704e-30,1.770196879287472704e-30,0.000000000000000000e+00
0.000000000000000000e+00,1.851028032100015104e-31,1.851042608229965301e-31,0.000000000000000000e+00
0.000000000000000000e+00,1.377317364519486921e-28,1.377318207113837591e-28,0.000000000000000000e+00
0.000000000000000000e+00,4.635856692411328952e-30,4.635858197044098004e-30,0.000000000000000000e+00
0.000000000000000000e+00,4.205869416479410167e-31,4.205869886677150496e-31,0.000000000000000000e+00
0.000000000000000000e+00,2.601662025601495235e-29,2.601662627454602856e-29,0.000000000000000000e+00
0.000000000000000000e+00,1.526668586153042612e-30,1.526669056350782941e-30,0.000000000000000000e+00
0.000000000000000000e+00,2.328725967114577680e-30,2.328727283668250601e-30,0.000000000000000000e+00
0.000000000000000000e+00,1.218760667949500572e-29,1.218760893644415930e-29,0.000000000000000000e+00
0.000000000000000000e+00,4.939078375431928054e-31,4.939042170205922727e-31,0.000000000000000000e+00
0.000000000000000000e+00,5.525499028978055873e-30,5.525499028978055873e-30,0.000000000000000000e+00
0.000000000000000000e+00,3.638766272857407427e-31,3.638766272857407427e-31,0.000000000000000000e+00
0.000000000000000000e+00,3.024224173917009958e-31,3.024224879213620451e-31,0.000000000000000000e+00
0.000000000000000000e+00,1.189271370308840075e-28,1.189271490679461600e-28,0.000000000000000000e+00
0.000000000000000000e+00,5.928826751310161636e-31,5.928830042694343939e-31,0.000000000000000000e+00
0.000000000000000000e+00,6.591596045060841226e-30,6.591647954891373539e-30,0.000000000000000000e+00
0.000000000000000000e+00,4.293882252028301333e-30,4.293884132819262649e-30,0.000000000000000000e+00
0.000000000000000000e+00,1.182173867073942396e-29,1.182174168000496206e-29,0.000000000000000000e+00
0.000000000000000000e+00,4.769714089760933527e-30,4.769715218235510317e-30,0.000000000000000000e+00
0.000000000000000000e+00,2.369509376862119488e-29,2.369545788975130560e-29,0.000000000000000000e+00
0.000000000000000000e+00,1.864907305489157001e-29,1.864907907342264622e-29,0.000000000000000000e+00
0.000000000000000000e+00,1.736932269950163283e-29,1.736933022266547810e-29,0.000000000000000000e+00
0.000000000000000000e+00,4.494391871781394794e-30,4.494393000255971584e-30,0.000000000000000000e+00
0.000000000000000000e+00,2.748553304313017334e-29,2.748553304313017334e-29,0.000000000000000000e+00
0.000000000000000000e+00,3.584640960850631506e-28,3.584667923869852927e-28,0.000000000000000000e+00
0.000000000000000000e+00,1.864323959364595336e-29,1.864338855229008956e-29,0.000000000000000000e+00
0.000000000000000000e+00,1.331479533693465867e-27,1.331484733704315713e-27,0.000000000000000000e+00
0.000000000000000000e+00,2.654788261449620277e-28,2.654789705897078567e-28,0.000000000000000000e+00
0.000000000000000000e+00,1.182490652457138715e-27,1.182486704300752721e-27,0.000000000000000000e+00
0.000000000000000000e+00,3.270233138170658301e-28,3.270233378911901350e-28,0.000000000000000000e+00
0.000000000000000000e+00,2.444030213553877107e-26,2.444030213553877107e-26,0.000000000000000000e+00
0.000000000000000000e+00,1.429630894042267007e-26,1.429625501438422723e-26,0.000000000000000000e+00
0.000000000000000000e+00,4.103048731695913404e-25,4.103018656373901853e-25,0.000000000000000000e+00
0.000000000000000000e+00,6.688753094483156387e-25,6.688804863480061516e-25,0.000000000000000000e+00
0.000000000000000000e+00,1.033270043329902890e-25,1.033278363347262643e-25,0.000000000000000000e+00
0.000000000000000000e+00,4.981383966420322539e-25,4.981403687942953064e-25,0.000000000000000000e+00
0.000000000000000000e+00,8.294049044829114703e-25,8.294113139777663910e-25,0.000000000000000000e+00
0.000000000000000000e+00,1.472944614757276754e-24,1.472950333998839607e-24,0.000000000000000000e+00
0.000000000000000000e+00,3.990550313382283013e-24,3.990536508316441645e-24,0.000000000000000000e+00
0.000000000000000000e+00,7.944155903990350379e-24,7.944156692851255600e-24,0.000000000000000000e+00
0.000000000000000000e+00,1.017392331741728483e-22,1.017396244491818380e-22,0.000000000000000000e+00
0.000000000000000000e+00,2.814826861090566872e-22,2.814817268541959385e-22,0.000000000000000000e+00
0.000000000000000000e+00,1.110447815625664643e-22,1.110443650440085076e-22,0.000000000000000000e+00
0.000000000000000000e+00,5.168695410880846615e-22,5.168715605720020273e-22,0.000000000000000000e+00
0.000000000000000000e+00,3.755007393317209734e-21,3.755007797213993207e-21,0.000000000000000000e+00
0.000000000000000000e+00,5.936118484577061874e-22,5.936120504060979240e-22,0.000000000000000000e+00
0.000000000000000000e+00,2.916472757504611419e-20,2.916472757504611419e-20,0.000000000000000000e+00
0.000000000000000000e+00,1.787100287407374848e-20,1.787107557549477365e-20,0.000000000000000000e+00
0.000000000000000000e+00,4.481145147548757461e-21,4.481146359239107881e-21,0.000000000000000000e+00
0.000000000000000000e+00,2.585587103110189040e-20,2.585596796632992396e-20,0.000000000000000000e+00
0.000000000000000000e+00,3.850704758488779130e-20,3.850706050958486244e-20,0.000000000000000000e+00
0.000000000000000000e+00,5.313120144168582233e-19,5.313140823683896059e-19,0.000000000000000000e+00
0.000000000000000000e+00,4.007435296190752752e-18,4.007420406939726798e-18,0.000000000000000000e+00
0.000000000000000000e+00,1.099671359838919860e-17,1.099671773429226136e-17,0.000000000000000000e+00
1.000000000000000000e+00,9.994572997093200684e-01,9.994572997093200684e-01,9.960937500000000000e-01
1.000000000000000000e+00,9.994572997093200684e-01,9.994572997093200684e-01,9.960937500000000000e-01
1.000000000000000000e+00,9.994572997093200684e-01,9.994572997093200684e-01,9.960937500000000000e-01
1.000000000000000000e+00,9.994572997093200684e-01,9.994572997093200684e-01,9.960937500000000000e-01
1.000000000000000000e+00,9.994572997093200684e-01,9.994572997093200684e-01,9.960937500000000000e-01
0.000000000000000000e+00,4.193853615944929383e-16,4.193853615944929383e-16,0.000000000000000000e+00
0.000000000000000000e+00,1.450070113118118956e-16,1.450070510164812982e-16,0.000000000000000000e+00
0.000000000000000000e+00,4.865235276284296528e-15,4.865255181558557004e-15,0.000000000000000000e+00
0.000000000000000000e+00,1.326094347551480101e-15,1.326094559309716914e-15,0.000000000000000000e+00
0.000000000000000000e+00,2.207116503517608970e-15,2.207108456704610054e-15,0.000000000000000000e+00
0.000000000000000000e+00,3.259891847835847539e-15,3.259892059594084353e-15,0.000000000000000000e+00
0.000000000000000000e+00,1.706653651137746835e-15,1.706653651137746835e-15,0.000000000000000000e+00
0.000000000000000000e+00,3.083672995906694761e-15,3.083661560961906828e-15,0.000000000000000000e+00
0.000000000000000000e+00,3.033954914759945908e-15,3.033955126518182721e-15,0.000000000000000000e+00
0.000000000000000000e+00,4.212656699170702623e-14,4.212666185939711871e-14,0.000000000000000000e+00
0.000000000000000000e+00,4.585812523986987355e-13,4.585830955423919608e-13,0.000000000000000000e+00
0.000000000000000000e+00,5.160084904124676713e-15,5.160105656431884444e-15,0.000000000000000000e+00
0.000000000000000000e+00,1.877008239863173916e-14,1.877008748082942269e-14,0.000000000000000000e+00
0.000000000000000000e+00,4.226241413578767092e-14,4.226243107644661601e-14,0.000000000000000000e+00
0.000000000000000000e+00,6.787740400131248020e-13,6.787755578961662817e-13,0.000000000000000000e+00
0.000000000000000000e+00,1.071526287838020508e-11,1.071528716450886876e-11,0.000000000000000000e+00
0.000000000000000000e+00,7.625342956889269441e-14,7.625359897548214527e-14,0.000000000000000000e+00
0.000000000000000000e+00,4.207421019117134342e-14,4.207422713183028851e-14,0.000000000000000000e+00
0.000000000000000000e+00,1.702829392248583762e-12,1.702825922801631808e-12,0.000000000000000000e+00
0.000000000000000000e+00,5.257361386512560131e-13,5.257369518028853772e-13,0.000000000000000000e+00
0.000000000000000000e+00,1.070235154838894420e-12,1.070237106402804894e-12,0.000000000000000000e+00
0.000000000000000000e+00,2.755845410814389274e-13,2.755835381944293783e-13,0.000000000000000000e+00
0.000000000000000000e+00,3.030401450609954139e-13,3.030401992711040382e-13,0.000000000000000000e+00
0.000000000000000000e+00,2.562368991033264765e-13,2.562369262083807886e-13,0.000000000000000000e+00
0.000000000000000000e+00,3.831592595288091374e-12,3.831592161607222380e-12,0.000000000000000000e+00
0.000000000000000000e+00,2.626408476553293569e-13,2.626393297722878772e-13,0.000000000000000000e+00
0.000000000000000000e+00,1.792537229761137496e-10,1.792537507316893652e-10,0.000000000000000000e+00
0.000000000000000000e+00,8.146741094228193703e-12,8.146754104654263529e-12,0.000000000000000000e+00
0.000000000000000000e+00,5.040263692523971883e-11,5.040264039468667079e-11,0.000000000000000000e+00
0.000000000000000000e+00,8.422069985858371410e-11,8.422039454725194219e-11,0.000000000000000000e+00
0.000000000000000000e+00,2.601721442452298305e-11,2.601715891337175179e-11,0.000000000000000000e+00
0.000000000000000000e+00,9.354354790769292549e-11,9.354354096879902158e-11,0.000000000000000000e+00
0.000000000000000000e+00,1.979723607270500452e-10,1.979719999045670420e-10,0.000000000000000000e+00
0.000000000000000000e+00,4.728355554317609233e-11,4.728346880700229349e-11,0.000000000000000000e+00
0.000000000000000000e+00,4.133347886181581998e-09,4.133331454880817546e-09,0.000000000000000000e+00
0.000000000000000000e+00,7.511721800135262583e-10,7.511722910358287209e-10,0.000000000000000000e+00
0.000000000000000000e+00,8.290363950891332934e-10,8.290395592247534751e-10,0.000000000000000000e+00
0.000000000000000000e+00,4.118221041959913009e-10,4.118212715287228320e-10,0.000000000000000000e+00
0.000000000000000000e+00,1.181488795687357651e-10,1.181482134349209900e-10,0.000000000000000000e+00
0.000000000000000000e+00,8.311136223682069613e-10,8.311136223682069613e-10,0.000000000000000000e+00
0.000000000000000000e+00,4.551922838658128967e-09,4.551914845052351666e-09,0.000000000000000000e+00
0.000000000000000000e+00,4.310298784560018248e-09,4.310307222255005399e-09,0.000000000000000000e+00
0.000000000000000000e+00,3.036053852767395256e-09,3.036065621131456282e-09,0.000000000000000000e+00
0.000000000000000000e+00,2.691600942128502538e-09,2.691601608262317313e-09,0.000000000000000000e+00
0.000000000000000000e+00,1.721134124110790253e-09,1.721133791043882866e-09,0.000000000000000000e+00
0.000000000000000000e+00,2.020052874973643497e-10,2.020052874973643497e-10,0.000000000000000000e+00
0.000000000000000000e+00,7.511879451804759356e-10,7.511866129128463854e-10,0.000000000000000000e+00
0.000000000000000000e+00,1.994832354856868051e-10,1.994828469076281863e-10,0.000000000000000000e+00
0.000000000000000000e+00,1.494148832437147689e-10,1.494151746772587330e-10,0.000000000000000000e+00
0.000000000000000000e+00,1.017532585967373393e-10,1.017528422631031049e-10,0.000000000000000000e+00
0.000000000000000000e+00,4.478701576271504337e-10,4.478709902944189025e-10,0.000000000000000000e+00
0.000000000000000000e+00,5.208169659431938214e-11,5.208160638869863135e-11,0.000000000000000000e+00
0.000000000000000000e+00,1.736462362789126246e-10,1.736462779122760480e-10,0.000000000000000000e+00
0.000000000000000000e+00,2.651164010547546468e-11,2.651163490130503675e-11,0.000000000000000000e+00
0.000000000000000000e+00,6.505115456717502909e-12,6.505114589355764920e-12,0.000000000000000000e+00
0.000000000000000000e+00,2.673466482916442288e-11,2.673465789027051898e-11,0.000000000000000000e+00
0.000000000000000000e+00,5.638172220767678766e-13,5.638183604890489864e-13,0.000000000000000000e+00
0.000000000000000000e+00,6.342026730166150372e-12,6.342012852378342558e-12,0.000000000000000000e+00
0.000000000000000000e+00,7.713084728203090101e-13,7.713055996845519235e-13,0.000000000000000000e+00
0.000000000000000000e+00,4.437925450306162700e-14,4.437926466745699405e-14,0.000000000000000000e+00
0.000000000000000000e+00,1.050191427960991963e-13,1.050191224673084622e-13,0.000000000000000000e+00
0.000000000000000000e+00,3.585164188636170979e-14,3.585178757602863753e-14,0.000000000000000000e+00
0.000000000000000000e+00,1.745766183523789206e-12,1.745769327710089414e-12,0.000000000000000000e+00
0.000000000000000000e+00,2.793258347874843367e-14,2.793264107698884696e-14,0.000000000000000000e+00
0.000000000000000000e+00,5.112563814684868702e-14,5.112564153498047603e-14,0.000000000000000000e+00
0.000000000000000000e+00,6.484950312748809231e-15,6.484949465715861977e-15,0.000000000000000000e+00
0.000000000000000000e+00,1.330414321461595439e-14,1.330422198868004904e-14,0.000000000000000000e+00
0.000000000000000000e+00,5.509583509535128255e-16,5.509562863107038931e-16,0.000000000000000000e+00
0.000000000000000000e+00,1.747892297207769702e-15,1.747892403086888109e-15,0.000000000000000000e+00
0.000000000000000000e+00,1.324470876559169226e-16,1.324470876559169226e-16,0.000000000000000000e+00
0.000000000000000000e+00,2.453420873205832287e-16,2.453420873205832287e-16,0.000000000000000000e+00
0.000000000000000000e+00,2.978882195723120787e-17,2.978881533978630744e-17,0.000000000000000000e+00
0.000000000000000000e+00,9.017193464752835941e-18,9.017265429466128054e-18,0.000000000000000000e+00
0.000000000000000000e+00,7.010553387553309718e-18,7.010554214733922271e-18,0.000000000000000000e+00
0.000000000000000000e+00,1.726459610785157327e-17,1.726453324212501924e-17,0.000000000000000000e+00
0.000000000000000000e+00,9.703158630311423284e-18,9.703162766214486049e-18,0.000000000000000000e+00
0.000000000000000000e+00,7.365912660247928066e-18,7.365911833067315513e-18,0.000000000000000000e+00
0.000000000000000000e+00,7.128586684290645173e-19,7.128587718266410864e-19,0.000000000000000000e+00
0.000000000000000000e+00,4.383259017239933005e-19,4.383276594827949757e-19,0.000000000000000000e+00
0.000000000000000000e+00,9.948201374203213373e-19,9.948239631306543951e-19,0.000000000000000000e+00
0.000000000000000000e+00,3.216035570105836834e-20,3.216035246988410056e-20,0.000000000000000000e+00
0.000000000000000000e+00,9.841079546173035618e-20,9.841115089089981256e-20,0.000000000000000000e+00
0.000000000000000000e+00,8.476061575694054450e-21,8.476063191281188342e-21,0.000000000000000000e+00
0.000000000000000000e+00,8.682098210672948778e-21,8.682132945796327469e-21,0.000000000000000000e+00
0.000000000000000000e+00,2.086933266567065459e-21,2.086933468515457196e-21,0.000000000000000000e+00
