timestamp_ms,temperature_c,humidity_percent,light_raw,ground_truth,predicted_anomaly,anomaly_score,inference_time_us
7365,25.08,49.34,761.15,0,0,0.0,99
7465,25.39,48.96,779.05,0,0,0.0,119
7565,25.1,49.69,751.98,0,0,0.0,107
7665,25.27,49.54,747.16,0,0,0.0,122
7765,25.37,48.86,752.6,0,0,0.0,115
7865,25.03,49.08,721.77,0,0,0.0,121
7965,25.29,48.97,726.9,0,0,0.0,101
8065,25.12,48.87,723.67,0,0,0.0,130
8165,25.25,49.14,710.44,0,0,0.0,101
8265,24.99,49.02,695.14,0,0,0.0,122
8365,25.17,48.72,684.0,0,0,0.0,110
8465,25.28,48.63,691.28,0,0,0.0,121
8565,25.36,49.46,680.09,0,0,0.0,101
8665,25.21,49.53,670.96,0,0,0.0,130
8765,25.18,48.82,660.43,0,0,0.0,101
8865,24.98,49.78,651.78,0,0,0.0,122
8965,25.23,49.59,639.64,0,0,0.0,110
9065,24.97,49.43,650.39,0,0,0.0,121
9165,25.05,48.86,637.95,0,0,0.0,101
9265,25.21,48.97,617.31,0,0,0.0,130
9365,25.18,49.0,623.17,0,0,0.0,101
9465,25.05,49.52,612.85,0,0,0.0,122
9565,24.92,49.51,579.98,0,0,0.0,110
9665,25.21,49.61,578.05,0,0,0.0,121
9765,25.13,49.51,581.47,0,0,0.0,101
9865,25.17,49.15,562.43,0,0,0.0,130
9965,25.01,49.16,566.14,0,0,0.0,101
10065,32.94,48.97,537.34,1,1,0.996094,122
10165,33.06,48.98,520.34,1,1,0.996094,112
10265,32.81,49.61,521.77,1,1,0.996094,123
10365,32.96,49.11,514.23,1,1,0.996094,101
10465,32.91,49.42,494.35,1,1,0.996094,130
10565,24.85,49.75,496.36,0,0,0.0,100
10665,24.84,49.24,473.46,0,0,0.0,121
10765,24.87,49.73,479.8,0,0,0.0,111
10865,24.9,49.7,464.2,0,0,0.0,122
10965,24.92,49.74,470.16,0,0,0.0,100
11065,24.88,49.74,458.96,0,0,0.0,130
11165,24.82,48.94,453.14,0,0,0.0,100
11265,24.81,49.93,445.64,0,0,0.0,122
11365,24.66,49.31,437.18,0,0,0.0,110
11465,24.82,49.86,414.97,0,0,0.0,119
11565,24.96,49.61,403.78,0,0,0.0,101
11665,24.7,49.41,396.16,0,0,0.0,128
11765,24.94,49.61,385.96,0,0,0.0,101
11865,24.73,49.44,377.31,0,0,0.0,119
11965,24.82,49.71,362.59,0,0,0.0,110
12065,24.7,49.84,364.67,0,0,0.0,119
12165,24.64,49.22,353.93,0,0,0.0,101
12265,24.57,49.83,362.38,0,0,0.0,128
12365,24.77,49.19,361.22,0,0,0.0,101
12465,24.48,50.03,331.64,0,0,0.0,119
12565,24.6,50.02,340.61,0,0,0.0,111
12665,24.74,49.03,316.0,0,0,0.0,119
12765,24.74,49.06,319.17,0,0,0.0,101
12865,24.46,49.65,326.73,0,0,0.0,128
68,24.06,50.02,564.93,0,0,0.0,261
165,24.23,49.51,567.64,0,0,0.0,89
265,24.07,49.78,580.84,0,0,0.0,100
365,24.14,49.82,596.84,0,0,0.0,98
465,24.06,49.99,599.56,0,0,0.0,102
565,24.03,50.37,594.65,0,0,0.0,87
665,24.24,50.04,625.12,0,0,0.0,111
765,24.08,50.27,615.27,0,0,0.0,87
865,24.19,49.67,638.18,0,0,0.0,102
965,24.17,49.91,640.78,0,0,0.0,98
1065,24.36,49.79,647.61,0,0,0.0,100
1165,24.25,49.64,656.59,0,0,0.0,86
1265,24.49,49.44,654.4,0,0,0.0,113
1365,24.52,49.65,663.84,0,0,0.0,86
1465,24.19,49.42,684.12,0,0,0.0,100
1565,24.39,50.03,706.4,0,0,0.0,98
1665,24.61,49.77,691.97,0,0,0.0,102
1765,24.49,50.04,697.78,0,0,0.0,87
1865,24.46,49.2,722.03,0,0,0.0,111
1965,24.41,49.26,710.9,0,0,0.0,87
2065,24.38,49.7,719.73,0,0,0.0,102
2165,24.67,49.39,750.9,0,0,0.0,98
2265,24.46,50.02,754.17,0,0,0.0,100
2365,24.57,49.46,748.86,0,0,0.0,86
2465,24.41,49.56,764.24,0,0,0.0,113
2565,24.67,49.64,771.72,0,0,0.0,89
2665,24.51,49.88,780.23,0,0,0.0,114
2765,24.51,49.62,791.22,0,0,0.0,97
2865,24.81,49.14,779.92,0,0,0.0,117
2965,24.58,49.93,802.21,0,0,0.0,89
3065,24.54,49.37,785.69,0,0,0.0,121
3165,24.8,49.72,798.08,0,0,0.0,89
3265,24.78,49.68,796.77,0,0,0.0,116
3365,24.96,49.32,808.64,0,0,0.0,97
3465,24.71,49.93,818.2,0,0,0.0,114
3565,24.98,49.51,823.28,0,0,0.0,89
3665,24.79,49.13,835.49,0,0,0.0,123
3765,25.0,49.25,819.78,0,0,0.0,89
3865,25.04,49.16,831.56,0,0,0.0,112
3965,24.89,49.23,826.39,0,0,0.0,96
4065,24.74,49.6,830.15,0,0,0.0,114
4165,25.01,48.98,832.77,0,0,0.0,89
4265,25.04,49.26,837.05,0,0,0.0,119
4365,24.95,49.4,852.3,0,0,0.0,200
4465,25.11,48.87,858.37,0,0,0.0,134
4565,24.8,49.33,846.36,0,0,0.0,157
4665,25.08,49.59,852.38,0,0,0.0,125
4765,24.88,49.8,858.2,0,0,0.0,161
4865,24.97,49.45,838.94,0,0,0.0,134
4965,25.23,49.39,841.72,0,0,0.0,105
5065,25.09,49.29,858.12,0,0,0.0,180
5165,24.93,49.09,848.16,0,0,0.0,113
5265,24.9,49.32,837.04,0,0,0.0,136
5365,25.12,49.69,860.7,0,0,0.0,99
5465,25.28,48.77,851.56,0,0,0.0,119
5565,25.25,48.91,835.13,0,0,0.0,99
5665,25.22,49.35,836.82,0,0,0.0,119
5765,25.03,48.91,851.61,0,0,0.0,99
5865,25.06,49.69,848.16,0,0,0.0,119
5965,25.33,49.2,840.49,0,0,0.0,99
6065,25.07,49.26,821.62,0,0,0.0,119
6165,25.17,48.83,822.52,0,0,0.0,99
6265,25.17,48.99,830.42,0,0,0.0,119
6365,25.11,49.55,811.09,0,0,0.0,98
6465,25.28,49.22,831.59,0,0,0.0,119
6565,24.99,49.48,822.04,0,0,0.0,98
6665,25.16,49.34,824.3,0,0,0.0,119
6765,25.09,49.63,813.72,0,0,0.0,98
6865,25.26,48.93,788.87,0,0,0.0,119
6965,25.26,48.64,807.58,0,0,0.0,99
7065,25.37,48.77,803.15,0,0,0.0,119
7165,25.2,49.56,787.23,0,0,0.0,98
7265,25.21,49.11,780.22,0,0,0.0,119
7365,25.08,49.34,761.15,0,0,0.0,98
7465,25.39,48.96,779.05,0,0,0.0,119
7565,25.1,49.69,751.98,0,0,0.0,107
7665,25.27,49.54,747.16,0,0,0.0,121
7765,25.37,48.86,752.6,0,0,0.0,114
7865,25.03,49.08,721.77,0,0,0.0,121
7965,25.29,48.97,726.9,0,0,0.0,101
8065,25.12,48.87,723.67,0,0,0.0,130
8165,25.25,49.14,710.44,0,0,0.0,100
8265,24.99,49.02,695.14,0,0,0.0,121
8365,25.17,48.72,684.0,0,0,0.0,110
8465,25.28,48.63,691.28,0,0,0.0,121
8565,25.36,49.46,680.09,0,0,0.0,101
8665,25.21,49.53,670.96,0,0,0.0,130
8765,25.18,48.82,660.43,0,0,0.0,100
8865,24.98,49.78,651.78,0,0,0.0,121
8965,25.23,49.59,639.64,0,0,0.0,110
9065,24.97,49.43,650.39,0,0,0.0,121
9165,25.05,48.86,637.95,0,0,0.0,101
9265,25.21,48.97,617.31,0,0,0.0,130
9365,25.18,49.0,623.17,0,0,0.0,101
9465,25.05,49.52,612.85,0,0,0.0,121
9565,24.92,49.51,579.98,0,0,0.0,110
9665,25.21,49.61,578.05,0,0,0.0,121
9765,25.13,49.51,581.47,0,0,0.0,101
9865,25.17,49.15,562.43,0,0,0.0,130
9965,25.01,49.16,566.14,0,0,0.0,100
10065,32.94,48.97,537.34,1,1,0.996094,121
10165,33.06,48.98,520.34,1,1,0.996094,112
10265,32.81,49.61,521.77,1,1,0.996094,124
10365,32.96,49.11,514.23,1,1,0.996094,101
10465,32.91,49.42,494.35,1,1,0.996094,130
10565,24.85,49.75,496.36,0,0,0.0,101
10665,24.84,49.24,473.46,0,0,0.0,122
10765,24.87,49.73,479.8,0,0,0.0,111
10865,24.9,49.7,464.2,0,0,0.0,121
10965,24.92,49.74,470.16,0,0,0.0,100
11065,24.88,49.74,458.96,0,0,0.0,130
11165,24.82,48.94,453.14,0,0,0.0,101
11265,24.81,49.93,445.64,0,0,0.0,121
11365,24.66,49.31,437.18,0,0,0.0,110
11465,24.82,49.86,414.97,0,0,0.0,119
11565,24.96,49.61,403.78,0,0,0.0,100
11665,24.7,49.41,396.16,0,0,0.0,128
11765,24.94,49.61,385.96,0,0,0.0,100
11865,24.73,49.44,377.31,0,0,0.0,120
11965,24.82,49.71,362.59,0,0,0.0,110
12065,24.7,49.84,364.67,0,0,0.0,119
12165,24.64,49.22,353.93,0,0,0.0,100
12265,24.57,49.83,362.38,0,0,0.0,128
12365,24.77,49.19,361.22,0,0,0.0,101
12465,24.48,50.03,331.64,0,0,0.0,119
12565,24.6,50.02,340.61,0,0,0.0,110
12665,24.74,49.03,316.0,0,0,0.0,119
12765,24.74,49.06,319.17,0,0,0.0,101
12865,24.46,49.65,326.73,0,0,0.0,128
12965,24.41,50.19,318.46,0,0,0.0,101
13065,24.35,49.61,309.85,0,0,0.0,119
13165,24.29,49.76,298.3,0,0,0.0,110
13265,24.35,50.12,283.95,0,0,0.0,119
13365,24.46,49.8,281.14,0,0,0.0,101
13465,24.4,49.45,295.31,0,0,0.0,128
13565,24.35,49.62,284.86,0,0,0.0,101
13665,24.17,50.0,264.33,0,0,0.0,119
13765,24.2,49.4,269.24,0,0,0.0,110
13865,24.24,49.5,254.94,0,0,0.0,119
13965,24.26,49.87,278.99,0,0,0.0,101
14065,24.17,49.45,266.03,0,0,0.0,128
14165,24.37,49.93,253.61,0,0,0.0,101
14265,24.12,49.42,271.33,0,0,0.0,120
14365,24.11,50.11,241.82,0,0,0.0,110
14465,24.03,50.33,252.03,0,0,0.0,119
14565,24.22,49.48,266.1,0,0,0.0,100
14665,23.9,50.29,243.5,0,0,0.0,128
14765,23.96,50.34,259.88,0,0,0.0,101
14865,24.18,50.17,245.27,0,0,0.0,120
14965,24.03,49.61,237.87,0,0,0.0,110
15065,23.79,49.99,240.83,0,0,0.0,119
15165,24.06,49.49,237.25,0,0,0.0,100
15265,24.04,49.5,251.29,0,0,0.0,128
15365,24.05,50.33,265.14,0,0,0.0,101
15465,24.02,49.75,264.45,0,0,0.0,119
15565,23.79,50.0,255.01,0,0,0.0,110
15665,23.93,49.91,248.41,0,0,0.0,119
15765,23.65,50.33,252.48,0,0,0.0,101
15865,23.82,50.29,256.15,0,0,0.0,128
15965,23.69,50.67,278.29,0,0,0.0,101
16065,23.89,50.44,275.36,0,0,0.0,119
16165,23.67,50.01,283.62,0,0,0.0,110
16265,23.69,49.99,264.79,0,0,0.0,119
16365,23.47,50.39,290.83,0,0,0.0,101
16465,23.78,50.38,286.46,0,0,0.0,128
16565,23.72,50.53,279.67,0,0,0.0,101
16665,23.74,50.02,290.17,0,0,0.0,119
16765,23.73,50.68,286.97,0,0,0.0,110
16865,23.52,50.22,314.28,0,0,0.0,119
16965,23.61,50.05,294.98,0,0,0.0,101
17065,23.4,50.81,314.52,0,0,0.0,128
17165,23.46,50.31,331.24,0,0,0.0,101
17265,23.41,50.8,309.77,0,0,0.0,119
17365,23.6,50.1,340.35,0,0,0.0,110
17465,23.57,50.01,341.33,0,0,0.0,119
17565,23.54,50.05,355.31,0,0,0.0,100
17665,23.32,50.43,349.94,0,0,0.0,128
17765,23.21,50.22,363.87,0,0,0.0,101
17865,23.26,50.53,351.81,0,0,0.0,119
17965,23.18,50.56,382.63,0,0,0.0,110
18065,23.26,50.45,373.05,0,0,0.0,119
18165,23.33,50.55,389.21,0,0,0.0,100
18265,23.23,50.07,388.78,0,0,0.0,128
18365,23.29,50.73,400.39,0,0,0.0,101
18465,23.15,50.38,401.21,0,0,0.0,119
18565,23.19,50.22,421.36,0,0,0.0,110
18665,23.18,50.26,438.09,0,0,0.0,119
18765,23.13,50.94,449.09,0,0,0.0,101
18865,23.15,50.13,440.62,0,0,0.0,127
18965,23.05,51.01,449.96,0,0,0.0,101
19065,23.16,50.15,467.53,0,0,0.0,119
19165,23.01,50.32,479.58,0,0,0.0,110
19265,22.9,51.14,479.15,0,0,0.0,119
19365,23.03,51.0,490.06,0,0,0.0,101
19465,23.06,50.35,503.25,0,0,0.0,127
19565,23.17,50.97,517.58,0,0,0.0,101
19665,22.82,51.27,521.58,0,0,0.0,119
19765,23.16,50.54,540.46,0,0,0.0,110
19865,22.91,50.74,533.69,0,0,0.0,119
19965,23.13,51.1,535.75,0,0,0.0,101
20065,23.13,20.66,542.21,1,1,0.996094,195
20165,22.8,20.98,579.43,1,1,0.996094,155
20265,23.02,20.68,570.96,1,1,0.996094,202
20365,23.1,20.97,573.21,1,1,0.996094,173
20465,22.99,20.68,595.08,1,1,0.996094,201
20565,22.94,50.61,598.07,0,0,0.0,127
20665,22.91,51.19,599.77,0,0,0.0,149
20765,22.74,50.87,622.57,0,0,0.0,108
20865,22.87,50.83,631.57,0,0,0.0,122
20965,22.97,50.71,641.03,0,0,0.0,118
21065,22.79,50.64,653.87,0,0,0.0,122
21165,22.82,50.46,644.51,0,0,0.0,108
21265,22.72,50.92,655.62,0,0,0.0,130
21365,22.77,51.1,674.88,0,0,0.0,108
21465,22.72,51.38,689.92,0,0,0.0,122
21565,22.94,50.99,679.79,0,0,0.0,118
21665,22.98,50.51,706.38,0,0,0.0,122
21765,22.95,50.35,703.83,0,0,0.0,108
21865,22.7,50.87,708.97,0,0,0.0,130
21965,22.99,51.21,728.77,0,0,0.0,108
22065,22.86,50.39,728.35,0,0,0.0,122
22165,22.69,50.75,743.06,0,0,0.0,118
22265,22.8,51.06,735.28,0,0,0.0,122
22365,22.67,50.86,758.51,0,0,0.0,108
22465,22.79,50.53,749.09,0,0,0.0,130
22565,22.97,50.9,769.49,0,0,0.0,106
22665,22.67,50.5,772.85,0,0,0.0,119
22765,22.77,51.26,777.27,0,0,0.0,116
22865,22.96,50.95,794.33,0,0,0.0,120
22965,22.64,50.5,800.09,0,0,0.0,106
23065,22.7,50.52,799.22,0,0,0.0,128
23165,22.9,50.5,796.53,0,0,0.0,106
23265,22.69,51.27,810.7,0,0,0.0,119
23365,23.02,50.41,797.64,0,0,0.0,116
23465,22.87,51.23,826.97,0,0,0.0,120
23565,22.89,50.38,830.57,0,0,0.0,106
23665,22.78,50.41,835.81,0,0,0.0,128
23765,23.01,50.63,824.05,0,0,0.0,106
23865,22.91,50.9,822.6,0,0,0.0,119
23965,22.82,50.64,843.5,0,0,0.0,117
24065,22.71,51.19,846.01,0,0,0.0,120
24165,23.07,50.32,841.12,0,0,0.0,106
24265,23.01,50.22,842.91,0,0,0.0,128
24365,22.97,50.32,853.75,0,0,0.0,106
24465,22.79,50.65,851.45,0,0,0.0,119
24565,22.91,50.45,848.83,0,0,0.0,116
24665,22.98,50.89,848.97,0,0,0.0,120
24765,22.86,51.2,836.18,0,0,0.0,106
24865,23.14,50.91,848.81,0,0,0.0,128
24965,22.88,51.13,851.13,0,0,0.0,106
25065,23.07,50.21,857.49,0,0,0.0,119
25165,22.99,50.4,841.53,0,0,0.0,116
25265,22.85,51.07,841.44,0,0,0.0,120
25365,23.1,50.77,859.22,0,0,0.0,106
25465,22.99,50.3,859.73,0,0,0.0,128
25565,22.88,51.01,853.54,0,0,0.0,106
25665,23.14,50.65,836.99,0,0,0.0,119
25765,22.99,51.17,842.36,0,0,0.0,116
25865,22.98,51.11,837.92,0,0,0.0,120
25965,23.05,51.08,833.39,0,0,0.0,106
26065,23.15,50.4,822.61,0,0,0.0,128
26165,23.02,50.42,836.08,0,0,0.0,106
26265,23.34,50.68,819.15,0,0,0.0,121
26365,23.18,50.59,831.82,0,0,0.0,116
26465,23.3,50.99,807.58,0,0,0.0,121
26565,23.3,50.12,818.03,0,0,0.0,106
26665,23.33,50.15,816.8,0,0,0.0,130
26765,23.17,50.65,808.59,0,0,0.0,106
26865,23.25,50.89,813.46,0,0,0.0,121
26965,23.42,50.02,801.24,0,0,0.0,116
27065,23.31,50.78,779.41,0,0,0.0,121
27165,23.46,50.41,789.54,0,0,0.0,106
27265,23.49,50.8,781.75,0,0,0.0,130
27365,23.32,50.3,784.86,0,0,0.0,106
27465,23.46,50.57,757.1,0,0,0.0,121
27565,23.51,50.59,761.11,0,0,0.0,118
27665,23.47,50.85,759.05,0,0,0.0,122
27765,23.3,50.51,742.51,0,0,0.0,108
27865,23.29,50.55,745.48,0,0,0.0,130
27965,23.49,49.91,722.36,0,0,0.0,108
28065,23.42,50.42,729.7,0,0,0.0,122
28165,23.51,50.28,707.96,0,0,0.0,118
28265,23.76,50.61,717.03,0,0,0.0,122
28365,23.77,50.43,684.52,0,0,0.0,108
28465,23.47,50.13,695.92,0,0,0.0,130
28565,23.76,50.01,688.5,0,0,0.0,108
28665,23.79,50.31,660.02,0,0,0.0,122
28765,23.64,50.6,677.98,0,0,0.0,118
28865,23.66,50.42,645.48,0,0,0.0,122
28965,23.55,50.57,645.64,0,0,0.0,108
29065,23.8,50.28,624.87,0,0,0.0,130
29165,23.76,49.93,616.84,0,0,0.0,108
29265,23.67,50.61,616.85,0,0,0.0,122
29365,23.76,50.27,603.43,0,0,0.0,118
29465,24.01,50.25,598.12,0,0,0.0,122
29565,23.91,50.29,590.89,0,0,0.0,108
29665,23.84,50.32,591.81,0,0,0.0,130
29765,24.06,49.89,584.21,0,0,0.0,108
29865,24.16,49.58,563.73,0,0,0.0,121
29965,24.04,50.06,565.22,0,0,0.0,118
30065,23.86,49.7,1023.0,1,1,0.996094,121
30165,23.97,50.52,1023.0,1,1,0.996094,173
30265,24.06,50.35,1023.0,1,1,0.996094,147
30365,24.17,49.39,1023.0,1,1,0.996094,128
30465,24.04,50.19,1023.0,1,1,0.996094,128
30565,24.07,49.49,482.7,0,0,0.0,118
30665,24.25,49.57,486.28,0,0,0.0,121
30765,24.09,49.83,490.74,0,0,0.0,109
30865,24.17,50.15,461.86,0,0,0.0,130
30965,24.1,49.75,473.52,0,0,0.0,109
31065,24.37,49.35,456.12,0,0,0.0,121
31165,24.27,49.34,448.98,0,0,0.0,118
31265,24.2,49.52,448.54,0,0,0.0,122
31365,24.37,50.23,437.57,0,0,0.0,109
31465,24.44,49.27,409.45,0,0,0.0,130
31565,24.52,49.2,413.09,0,0,0.0,109
31665,24.49,49.96,405.49,0,0,0.0,121
31765,24.4,49.27,377.77,0,0,0.0,118
31865,24.65,49.95,391.08,0,0,0.0,121
31965,24.33,49.9,369.68,0,0,0.0,109
32065,24.31,49.57,360.1,0,0,0.0,130
32165,24.55,49.27,367.43,0,0,0.0,109
32265,24.36,49.49,339.17,0,0,0.0,121
32365,24.49,49.45,335.24,0,0,0.0,118
32465,24.67,49.72,341.66,0,0,0.0,121
32565,24.54,49.87,328.58,0,0,0.0,109
32665,24.54,49.82,319.13,0,0,0.0,130
32765,24.48,49.86,318.16,0,0,0.0,109
32865,24.62,49.77,303.95,0,0,0.0,121
32965,24.77,49.21,297.71,0,0,0.0,118
33065,24.6,50.04,315.03,0,0,0.0,121
33165,24.67,49.53,288.23,0,0,0.0,109
33265,24.72,49.0,295.42,0,0,0.0,130
33365,24.7,49.68,279.09,0,0,0.0,109
33465,24.97,49.2,298.5,0,0,0.0,121
33565,24.69,49.6,273.73,0,0,0.0,118
33665,24.66,49.88,276.82,0,0,0.0,121
33765,24.78,49.35,285.47,0,0,0.0,106
33865,24.98,49.47,275.1,0,0,0.0,128
33965,25.06,49.15,255.88,0,0,0.0,107
34065,24.99,49.7,276.4,0,0,0.0,120
34165,24.96,49.03,266.44,0,0,0.0,116
34265,24.79,49.75,248.25,0,0,0.0,120
34365,24.95,49.52,250.92,0,0,0.0,106
34465,24.97,49.26,252.5,0,0,0.0,128
34565,24.9,49.46,254.14,0,0,0.0,106
34665,25.12,49.17,250.66,0,0,0.0,120
34765,24.81,49.36,249.61,0,0,0.0,117
34865,25.21,49.26,263.74,0,0,0.0,120
34965,25.05,49.11,246.59,0,0,0.0,106
35065,24.96,49.09,263.14,0,0,0.0,128
35165,25.11,49.66,254.27,0,0,0.0,106
35265,24.98,48.91,256.65,0,0,0.0,120
35365,25.04,49.02,248.41,0,0,0.0,116
35465,25.06,49.45,261.12,0,0,0.0,120
35565,25.2,49.01,263.3,0,0,0.0,106
35665,25.05,49.7,250.87,0,0,0.0,128
35765,25.0,49.06,259.18,0,0,0.0,106
35865,25.13,48.72,268.47,0,0,0.0,120
35965,25.03,49.04,263.24,0,0,0.0,116
36065,25.17,49.38,261.75,0,0,0.0,120
36165,25.3,49.26,269.15,0,0,0.0,106
36265,25.04,49.21,268.93,0,0,0.0,128
36365,25.02,49.43,288.26,0,0,0.0,106
36465,25.14,49.48,290.55,0,0,0.0,120
36565,25.31,49.33,292.54,0,0,0.0,116
36665,25.06,49.49,305.07,0,0,0.0,120
36765,25.19,48.74,307.22,0,0,0.0,106
36865,25.27,48.62,292.06,0,0,0.0,128
36965,25.34,49.07,318.37,0,0,0.0,106
37065,25.28,49.49,314.59,0,0,0.0,120
37165,25.21,48.74,328.22,0,0,0.0,116
37265,25.28,49.19,329.81,0,0,0.0,120
37365,25.17,49.42,328.67,0,0,0.0,106
37465,25.22,48.75,334.36,0,0,0.0,128
37565,25.34,49.43,330.57,0,0,0.0,108
37665,25.29,48.68,348.69,0,0,0.0,122
37765,25.02,49.13,354.33,0,0,0.0,118
37865,25.06,48.78,351.72,0,0,0.0,122
37965,25.05,48.96,384.42,0,0,0.0,108
38065,25.0,49.7,375.11,0,0,0.0,130
38165,25.05,49.59,388.36,0,0,0.0,108
38265,25.01,49.02,403.46,0,0,0.0,122
38365,25.02,49.39,387.72,0,0,0.0,119
38465,25.26,49.43,424.71,0,0,0.0,122
38565,24.97,48.97,426.68,0,0,0.0,108
38665,25.22,49.61,442.21,0,0,0.0,130
38765,25.13,49.48,440.8,0,0,0.0,108
38865,25.02,49.64,447.48,0,0,0.0,122
38965,25.31,49.31,456.4,0,0,0.0,119
39065,25.3,48.75,450.35,0,0,0.0,122
39165,25.04,49.04,478.38,0,0,0.0,108
39265,25.1,49.15,490.42,0,0,0.0,130
39365,25.23,49.41,481.64,0,0,0.0,108
39465,25.23,49.23,501.44,0,0,0.0,122
39565,25.19,49.04,509.14,0,0,0.0,118
39665,24.99,49.45,507.73,0,0,0.0,122
39765,25.19,49.47,526.77,0,0,0.0,108
39865,25.09,49.16,529.12,0,0,0.0,130
39965,25.21,49.01,532.76,0,0,0.0,109
40065,33.17,49.64,568.48,1,1,0.996094,121
40165,32.98,49.27,557.25,1,1,0.996094,119
40265,32.96,49.75,583.53,1,1,0.996094,122
40365,33.1,49.56,584.42,1,1,0.996094,108
40465,32.93,48.88,591.75,1,1,0.996094,130
40565,24.99,49.35,617.89,0,0,0.0,108
40665,24.88,49.36,615.22,0,0,0.0,122
40765,25.0,49.22,606.88,0,0,0.0,118
40865,24.9,49.68,629.29,0,0,0.0,122
40965,24.81,49.26,648.66,0,0,0.0,108
41065,24.9,49.62,656.6,0,0,0.0,130
41165,25.05,49.49,660.01,0,0,0.0,108
41265,25.02,49.68,675.74,0,0,0.0,121
41365,24.72,49.09,667.97,0,0,0.0,119
41465,24.88,49.14,680.8,0,0,0.0,121
41565,24.89,49.34,687.83,0,0,0.0,109
41665,24.95,49.0,696.22,0,0,0.0,130
41765,24.89,49.8,693.45,0,0,0.0,109
41865,24.73,49.01,708.13,0,0,0.0,121
41965,24.56,50.02,713.03,0,0,0.0,119
42065,24.59,49.74,721.56,0,0,0.0,121
42165,24.67,49.79,730.26,0,0,0.0,109
42265,24.8,49.56,739.95,0,0,0.0,130
42365,24.61,49.63,739.06,0,0,0.0,109
42465,24.68,49.61,770.93,0,0,0.0,121
42565,24.77,49.62,766.87,0,0,0.0,118
