epoch,accuracy,loss,pr_auc,precision,recall,roc_auc,val_accuracy,val_loss,val_pr_auc,val_precision,val_recall,val_roc_auc
35,1.0,0.03574066236615181,1.0,1.0,1.0,0.9999999403953552,1.0,0.00477258674800396,1.0,1.0,1.0,1.0
36,1.0,0.03423844277858734,1.0,1.0,1.0,1.0,1.0,0.00450736191123724,1.0,1.0,1.0,0.9999999403953552
37,1.0,0.03281456604599953,1.0,1.0,1.0,1.0,1.0,0.004265723284333944,1.0,1.0,1.0,1.0
38,1.0,0.031456124037504196,1.0,1.0,1.0,1.0,1.0,0.004025809466838837,1.0,1.0,1.0,1.0
39,1.0,0.030162716284394264,1.0,1.0,1.0,0.9999999403953552,1.0,0.003810941008850932,1.0,1.0,1.0,0.9999999403953552
40,1.0,0.02893133834004402,1.0,1.0,1.0,1.0,1.0,0.003607482183724642,1.0,1.0,1.0,1.0
41,1.0,0.02775765210390091,1.0,1.0,1.0,1.0,1.0,0.0034194395411759615,1.0,1.0,1.0,1.0
42,1.0,0.026644103229045868,1.0,1.0,1.0,1.0,1.0,0.003264168743044138,1.0,1.0,1.0,1.0
43,1.0,0.025581037625670433,1.0,1.0,1.0,1.0,1.0,0.0030945150647312403,1.0,1.0,1.0,1.0
44,1.0,0.0245596282184124,1.0,1.0,1.0,1.0,1.0,0.002942402148619294,1.0,1.0,1.0,1.0
45,1.0,0.02358527109026909,1.0,1.0,1.0,1.0,1.0,0.0028009878005832434,1.0,1.0,1.0,0.9999999403953552
46,1.0,0.022655202075839043,1.0,1.0,1.0,1.0,1.0,0.0026678629219532013,1.0,1.0,1.0,0.9999999403953552
47,1.0,0.02176707237958908,1.0,1.0,1.0,1.0,1.0,0.0025426961947232485,1.0,1.0,1.0,1.0
48,1.0,0.02091829851269722,1.0,1.0,1.0,1.0,1.0,0.0024258142802864313,1.0,1.0,1.0,1.0
49,1.0,0.020106811076402664,1.0,1.0,1.0,1.0,1.0,0.0023154292721301317,1.0,1.0,1.0,1.0
50,1.0,0.019330712035298347,1.0,1.0,1.0,1.0,1.0,0.002211294835433364,1.0,1.0,1.0,1.0
51,1.0,0.01858816295862198,1.0,1.0,1.0,1.0,1.0,0.0021139841992408037,1.0,1.0,1.0,1.0
52,1.0,0.017877420410513878,1.0,1.0,1.0,1.0,1.0,0.0020217252895236015,1.0,1.0,1.0,1.0
53,1.0,0.01719668321311474,1.0,1.0,1.0,1.0,1.0,0.001934607164002955,1.0,1.0,1.0,1.0
54,1.0,0.01654442772269249,1.0,1.0,1.0,1.0,1.0,0.0018520099110901356,1.0,1.0,1.0,0.9999999403953552
55,1.0,0.015919186174869537,1.0,1.0,1.0,1.0,1.0,0.0017743067583069205,1.0,1.0,1.0,1.0
56,1.0,0.015319844707846642,1.0,1.0,1.0,1.0,1.0,0.00170002575032413,1.0,1.0,1.0,0.9999999403953552
57,1.0,0.014746210537850857,1.0,1.0,1.0,1.0,1.0,0.0016317571280524135,1.0,1.0,1.0,1.0
58,1.0,0.014194722287356853,1.0,1.0,1.0,1.0,1.0,0.0015643261140212417,1.0,1.0,1.0,0.9999999403953552
59,1.0,0.013665282167494297,1.0,1.0,1.0,1.0,1.0,0.0015004330780357122,1.0,1.0,1.0,0.9999999403953552
60,1.0,0.013157075271010399,1.0,1.0,1.0,1.0,1.0,0.0014391824370250106,1.0,1.0,1.0,1.0
61,1.0,0.012669142335653305,1.0,1.0,1.0,1.0,1.0,0.0013810148229822516,1.0,1.0,1.0,1.0
62,1.0,0.012200686149299145,1.0,1.0,1.0,1.0,1.0,0.0013258327962830663,1.0,1.0,1.0,1.0
63,1.0,0.011750913225114346,1.0,1.0,1.0,1.0,1.0,0.00127352774143219,1.0,1.0,1.0,1.0
64,1.0,0.011318860575556755,1.0,1.0,1.0,1.0,1.0,0.001223266706801951,1.0,1.0,1.0,0.9999999403953552
65,1.0,0.010903713293373585,1.0,1.0,1.0,1.0,1.0,0.0011759006883949041,1.0,1.0,1.0,1.0
66,1.0,0.010504703968763351,1.0,1.0,1.0,1.0,1.0,0.001130495104007423,1.0,1.0,1.0,1.0
67,1.0,0.010121108032763004,1.0,1.0,1.0,1.0,1.0,0.0010873657884076238,1.0,1.0,1.0,1.0
68,1.0,0.00975420419126749,1.0,1.0,1.0,1.0,1.0,0.0010465258965268731,1.0,1.0,1.0,1.0
69,1.0,0.009399368427693844,1.0,1.0,1.0,1.0,1.0,0.0010052435100078583,1.0,1.0,1.0,1.0
70,1.0,0.00905805453658104,1.0,1.0,1.0,1.0,1.0,0.0009663710370659828,1.0,1.0,1.0,1.0
71,1.0,0.008729754947125912,1.0,1.0,1.0,1.0,1.0,0.0009291339665651321,1.0,1.0,1.0,0.9999999403953552
72,1.0,0.008413919247686863,1.0,1.0,1.0,1.0,1.0,0.0008934616926126182,1.0,1.0,1.0,0.9999999403953552
73,1.0,0.008110049180686474,1.0,1.0,1.0,1.0,1.0,0.0008593886159360409,1.0,1.0,1.0,0.9999999403953552
74,1.0,0.007817636243999004,1.0,1.0,1.0,1.0,1.0,0.0008266663644462824,1.0,1.0,1.0,1.0
75,1.0,0.0075362129136919975,1.0,1.0,1.0,1.0,1.0,0.0007952205487526953,1.0,1.0,1.0,1.0
76,1.0,0.007265334948897362,1.0,1.0,1.0,1.0,1.0,0.0007650174084119499,1.0,1.0,1.0,1.0
77,1.0,0.007004886399954557,1.0,1.0,1.0,1.0,1.0,0.0007371687679551542,1.0,1.0,1.0,1.0
78,1.0,0.006754184607416391,1.0,1.0,1.0,1.0,1.0,0.0007092321175150573,1.0,1.0,1.0,1.0
79,1.0,0.006512422114610672,1.0,1.0,1.0,1.0,1.0,0.0006825051968917251,1.0,1.0,1.0,1.0
80,1.0,0.006279623135924339,1.0,1.0,1.0,1.0,1.0,0.0006569137331098318,1.0,1.0,1.0,1.0
81,1.0,0.006055447272956371,1.0,1.0,1.0,1.0,1.0,0.0006323120323941112,1.0,1.0,1.0,1.0
82,1.0,0.005839549470692873,1.0,1.0,1.0,1.0,1.0,0.0006087467190809548,1.0,1.0,1.0,1.0
83,1.0,0.005631608888506889,1.0,1.0,1.0,1.0,1.0,0.0005861124955117702,1.0,1.0,1.0,1.0
84,1.0,0.0054313107393682,1.0,1.0,1.0,1.0,1.0,0.0005643097101710737,1.0,1.0,1.0,1.0
85,1.0,0.005238351412117481,1.0,1.0,1.0,1.0,1.0,0.0005433574551716447,1.0,1.0,1.0,1.0
86,1.0,0.0050529916770756245,1.0,1.0,1.0,1.0,1.0,0.0005257584271021187,1.0,1.0,1.0,1.0
87,1.0,0.004874859936535358,1.0,1.0,1.0,1.0,1.0,0.000505718169733882,1.0,1.0,1.0,1.0
88,1.0,0.0047021349892020226,1.0,1.0,1.0,1.0,1.0,0.00048690795665606856,1.0,1.0,1.0,1.0
89,1.0,0.004535696469247341,1.0,1.0,1.0,1.0,1.0,0.00046893543913029134,1.0,1.0,1.0,1.0
90,1.0,0.004375311080366373,1.0,1.0,1.0,1.0,1.0,0.00045163073809817433,1.0,1.0,1.0,1.0
91,1.0,0.004220742732286453,1.0,1.0,1.0,1.0,1.0,0.0004350022354628891,1.0,1.0,1.0,1.0
92,1.0,0.004071772564202547,1.0,1.0,1.0,1.0,1.0,0.0004190135805401951,1.0,1.0,1.0,1.0
93,1.0,0.003928183112293482,1.0,1.0,1.0,1.0,1.0,0.0004036483296658844,1.0,1.0,1.0,1.0
94,1.0,0.0037897778674960136,1.0,1.0,1.0,1.0,1.0,0.00038887199480086565,1.0,1.0,1.0,1.0
95,1.0,0.0036563542671501637,1.0,1.0,1.0,1.0,1.0,0.00037466344656422734,1.0,1.0,1.0,1.0
96,1.0,0.0035277321003377438,1.0,1.0,1.0,1.0,1.0,0.0003610015846788883,1.0,1.0,1.0,1.0
97,1.0,0.0034037320874631405,1.0,1.0,1.0,1.0,1.0,0.000347842084011063,1.0,1.0,1.0,1.0
98,1.0,0.003284175880253315,1.0,1.0,1.0,1.0,1.0,0.0003352002240717411,1.0,1.0,1.0,1.0
99,1.0,0.003168902825564146,1.0,1.0,1.0,1.0,1.0,0.0003230387228541076,1.0,1.0,1.0,1.0
100,1.0,0.003057756694033742,1.0,1.0,1.0,1.0,1.0,0.0003113382263109088,1.0,1.0,1.0,1.0
101,1.0,0.0029505814891308546,1.0,1.0,1.0,1.0,1.0,0.0003000851138494909,1.0,1.0,1.0,1.0
102,1.0,0.002847224473953247,1.0,1.0,1.0,1.0,1.0,0.0002892521151807159,1.0,1.0,1.0,1.0
103,1.0,0.0027475496754050255,1.0,1.0,1.0,1.0,1.0,0.00027883704751729965,1.0,1.0,1.0,1.0
104,1.0,0.0026514192577451468,1.0,1.0,1.0,1.0,1.0,0.0002687772794160992,1.0,1.0,1.0,1.0
105,1.0,0.0025587077252566814,1.0,1.0,1.0,1.0,1.0,0.00025912339333444834,1.0,1.0,1.0,1.0
106,1.0,0.0024692860897630453,1.0,1.0,1.0,1.0,1.0,0.0002498156682122499,1.0,1.0,1.0,1.0
107,1.0,0.002383039565756917,1.0,1.0,1.0,1.0,1.0,0.00024085944460239261,1.0,1.0,1.0,1.0
108,1.0,0.0022998435888439417,1.0,1.0,1.0,1.0,1.0,0.0002322242216905579,1.0,1.0,1.0,1.0
109,1.0,0.002219599671661854,1.0,1.0,1.0,1.0,1.0,0.0002239134773844853,1.0,1.0,1.0,1.0
110,1.0,0.002142187673598528,1.0,1.0,1.0,1.0,1.0,0.0002159201685572043,1.0,1.0,1.0,1.0
111,1.0,0.002067513531073928,1.0,1.0,1.0,1.0,1.0,0.00020819882047362626,1.0,1.0,1.0,1.0
112,1.0,0.001995473401620984,1.0,1.0,1.0,1.0,1.0,0.00020077492808923125,1.0,1.0,1.0,1.0
113,1.0,0.0019259701948612928,1.0,1.0,1.0,1.0,1.0,0.00019361205340828747,1.0,1.0,1.0,1.0
114,1.0,0.0018589191604405642,1.0,1.0,1.0,1.0,1.0,0.0001867160463007167,1.0,1.0,1.0,1.0
115,1.0,0.0017942306585609913,1.0,1.0,1.0,1.0,1.0,0.00018006699974648654,1.0,1.0,1.0,1.0
116,1.0,0.0017318148165941238,1.0,1.0,1.0,1.0,1.0,0.00017366053361911327,1.0,1.0,1.0,1.0
117,1.0,0.0016715957317501307,1.0,1.0,1.0,1.0,1.0,0.00016749104543123394,1.0,1.0,1.0,1.0
118,1.0,0.0016134928446263075,1.0,1.0,1.0,1.0,1.0,0.0001615521323401481,1.0,1.0,1.0,1.0
119,1.0,0.0015574272256344557,1.0,1.0,1.0,1.0,1.0,0.0001558221847517416,1.0,1.0,1.0,1.0
120,1.0,0.0015033306553959846,1.0,1.0,1.0,1.0,1.0,0.00015030014037620276,1.0,1.0,1.0,1.0
121,1.0,0.0014511286281049252,1.0,1.0,1.0,1.0,1.0,0.00014497930533252656,1.0,1.0,1.0,1.0
122,1.0,0.0014007558347657323,1.0,1.0,1.0,1.0,1.0,0.00013984653924126178,1.0,1.0,1.0,1.0
123,1.0,0.001352147781290114,1.0,1.0,1.0,1.0,1.0,0.0001349000376649201,1.0,1.0,1.0,1.0
124,1.0,0.0013052396243438125,1.0,1.0,1.0,1.0,1.0,0.000130133077618666,1.0,1.0,1.0,1.0
125,1.0,0.0012599737383425236,1.0,1.0,1.0,1.0,1.0,0.00012553701526485384,1.0,1.0,1.0,1.0
126,1.0,0.0012162851635366678,1.0,1.0,1.0,1.0,1.0,0.00012110875832149759,1.0,1.0,1.0,1.0
127,1.0,0.0011741277994588017,1.0,1.0,1.0,1.0,1.0,0.00011683716729748994,1.0,1.0,1.0,1.0
128,1.0,0.0011334422742947936,1.0,1.0,1.0,1.0,1.0,0.00011272303527221084,1.0,1.0,1.0,1.0
129,1.0,0.0010941746877506375,1.0,1.0,1.0,1.0,1.0,0.00010875340376514941,1.0,1.0,1.0,1.0
130,1.0,0.0010562743991613388,1.0,1.0,1.0,1.0,1.0,0.00010492630826774985,1.0,1.0,1.0,1.0
131,1.0,0.0010196978691965342,1.0,1.0,1.0,1.0,1.0,0.00010123012179974467,1.0,1.0,1.0,1.0
132,1.0,0.0009843969019129872,1.0,1.0,1.0,1.0,1.0,9.76759911281988e-05,1.0,1.0,1.0,1.0
133,1.0,0.0009503268520347774,1.0,1.0,1.0,1.0,1.0,9.424098971066996e-05,1.0,1.0,1.0,1.0
134,1.0,0.0009174405131489038,1.0,1.0,1.0,1.0,1.0,9.093079279409721e-05,1.0,1.0,1.0,1.0
135,1.0,0.0008856969070620835,1.0,1.0,1.0,1.0,1.0,8.773912850301713e-05,1.0,1.0,1.0,1.0
136,1.0,0.00085505994502455,1.0,1.0,1.0,1.0,1.0,8.4661842265632e-05,1.0,1.0,1.0,1.0
137,1.0,0.0008254903368651867,1.0,1.0,1.0,1.0,1.0,8.169286593329161e-05,1.0,1.0,1.0,1.0
138,1.0,0.0007970193983055651,1.0,1.0,1.0,1.0,1.0,7.891299173934385e-05,1.0,1.0,1.0,1.0
139,1.0,0.0007695184322074056,1.0,1.0,1.0,1.0,1.0,7.620721589773893e-05,1.0,1.0,1.0,1.0
140,1.0,0.0007428987883031368,1.0,1.0,1.0,1.0,1.0,7.353177352342755e-05,1.0,1.0,1.0,1.0
141,1.0,0.0007172188488766551,1.0,1.0,1.0,1.0,1.0,7.09518208168447e-05,1.0,1.0,1.0,1.0
142,1.0,0.0006924334447830915,1.0,1.0,1.0,1.0,1.0,6.846746691735461e-05,1.0,1.0,1.0,1.0
143,1.0,0.0006685091648250818,1.0,1.0,1.0,1.0,1.0,6.607078830711544e-05,1.0,1.0,1.0,1.0
144,1.0,0.0006454159156419337,1.0,1.0,1.0,1.0,1.0,6.375825614668429e-05,1.0,1.0,1.0,1.0
145,1.0,0.0006231231964193285,1.0,1.0,1.0,1.0,1.0,6.152789137559012e-05,1.0,1.0,1.0,1.0
146,1.0,0.0006016015540808439,1.0,1.0,1.0,1.0,1.0,5.9378569858381525e-05,1.0,1.0,1.0,1.0
147,1.0,0.0005808263667859137,1.0,1.0,1.0,1.0,1.0,5.730235716328025e-05,1.0,1.0,1.0,1.0
148,1.0,0.0005607724306173623,1.0,1.0,1.0,1.0,1.0,5.5301232350757346e-05,1.0,1.0,1.0,1.0
149,1.0,0.0005414140177890658,1.0,1.0,1.0,1.0,1.0,5.337071343092248e-05,1.0,1.0,1.0,1.0
150,1.0,0.0005227272631600499,1.0,1.0,1.0,1.0,1.0,5.1508501201169565e-05,1.0,1.0,1.0,1.0
151,1.0,0.0005046878941357136,1.0,1.0,1.0,1.0,1.0,4.971205271431245e-05,1.0,1.0,1.0,1.0
152,1.0,0.0004872724530287087,1.0,1.0,1.0,1.0,1.0,4.797896690433845e-05,1.0,1.0,1.0,1.0
153,1.0,0.00047045975225046277,1.0,1.0,1.0,1.0,1.0,4.630686453310773e-05,1.0,1.0,1.0,1.0
154,1.0,0.00045422863331623375,1.0,1.0,1.0,1.0,1.0,4.469378836802207e-05,1.0,1.0,1.0,1.0
155,1.0,0.0004385594220366329,1.0,1.0,1.0,1.0,1.0,4.313794124755077e-05,1.0,1.0,1.0,1.0
156,1.0,0.0004234326188452542,1.0,1.0,1.0,1.0,1.0,4.1636492824181914e-05,1.0,1.0,1.0,1.0
157,1.0,0.0004088285786565393,1.0,1.0,1.0,1.0,1.0,4.01867255277466e-05,1.0,1.0,1.0,1.0
158,1.0,0.00039472946082241833,1.0,1.0,1.0,1.0,1.0,3.8787453377153724e-05,1.0,1.0,1.0,1.0
159,1.0,0.0003811180067714304,1.0,1.0,1.0,1.0,1.0,3.743884735740721e-05,1.0,1.0,1.0,1.0
160,1.0,0.00036797774373553693,1.0,1.0,1.0,1.0,1.0,3.6136392736807466e-05,1.0,1.0,1.0,1.0
161,1.0,0.0003552918788045645,1.0,1.0,1.0,1.0,1.0,3.487972935545258e-05,1.0,1.0,1.0,1.0
162,1.0,0.0003430445212870836,1.0,1.0,1.0,1.0,1.0,3.366686723893508e-05,1.0,1.0,1.0,1.0
163,1.0,0.00033122021704912186,1.0,1.0,1.0,1.0,1.0,3.2497948268428445e-05,1.0,1.0,1.0,1.0
164,1.0,0.0003198043559677899,1.0,1.0,1.0,1.0,1.0,3.136844316031784e-05,1.0,1.0,1.0,1.0
165,1.0,0.0003087827644776553,1.0,1.0,1.0,1.0,1.0,3.0278692065621726e-05,1.0,1.0,1.0,1.0
166,1.0,0.00029814173467457294,1.0,1.0,1.0,1.0,1.0,2.922718158515636e-05,1.0,1.0,1.0,1.0
167,1.0,0.0002878681116271764,1.0,1.0,1.0,1.0,1.0,2.8212813049321994e-05,1.0,1.0,1.0,1.0
168,1.0,0.0002779496426228434,1.0,1.0,1.0,1.0,1.0,2.7233110813540407e-05,1.0,1.0,1.0,1.0
169,1.0,0.0002683733473531902,1.0,1.0,1.0,1.0,1.0,2.62885896518128e-05,1.0,1.0,1.0,1.0
170,1.0,0.00025912740966305137,1.0,1.0,1.0,1.0,1.0,2.5376002668053843e-05,1.0,1.0,1.0,1.0
171,1.0,0.0002502005372662097,1.0,1.0,1.0,1.0,1.0,2.449541716487147e-05,1.0,1.0,1.0,1.0
172,1.0,0.00024158231099136174,1.0,1.0,1.0,1.0,1.0,2.3646402041777037e-05,1.0,1.0,1.0,1.0
173,1.0,0.00023326142400037497,1.0,1.0,1.0,1.0,1.0,2.2826541680842638e-05,1.0,1.0,1.0,1.0
174,1.0,0.00022522751532960683,1.0,1.0,1.0,1.0,1.0,2.203554868174251e-05,1.0,1.0,1.0,1.0
175,1.0,0.00021747028222307563,1.0,1.0,1.0,1.0,1.0,2.127090556314215e-05,1.0,1.0,1.0,1.0
176,1.0,0.0002099808625644073,1.0,1.0,1.0,1.0,1.0,2.053430216619745e-05,1.0,1.0,1.0,1.0
177,1.0,0.0002027499140240252,1.0,1.0,1.0,1.0,1.0,1.9822855392703786e-05,1.0,1.0,1.0,1.0
178,1.0,0.00019580681691877544,1.0,1.0,1.0,1.0,1.0,1.917727968248073e-05,1.0,1.0,1.0,1.0
179,1.0,0.00018905730394180864,1.0,1.0,1.0,1.0,1.0,1.8512750102672726e-05,1.0,1.0,1.0,1.0
180,1.0,0.0001825467770686373,1.0,1.0,1.0,1.0,1.0,1.787086875992827e-05,1.0,1.0,1.0,1.0
181,1.0,0.0001762609463185072,1.0,1.0,1.0,1.0,1.0,1.7250271412194706e-05,1.0,1.0,1.0,1.0
182,1.0,0.000170191764482297,1.0,1.0,1.0,1.0,1.0,1.6651354599162005e-05,1.0,1.0,1.0,1.0
183,1.0,0.0001643320865696296,1.0,1.0,1.0,1.0,1.0,1.607322701602243e-05,1.0,1.0,1.0,1.0
184,1.0,0.00015867454931139946,1.0,1.0,1.0,1.0,1.0,1.551621244288981e-05,1.0,1.0,1.0,1.0
185,1.0,0.00015321193495765328,1.0,1.0,1.0,1.0,1.0,1.4978354556660634e-05,1.0,1.0,1.0,1.0
186,1.0,0.00014793752052355558,1.0,1.0,1.0,1.0,1.0,1.4459123121923767e-05,1.0,1.0,1.0,1.0
187,1.0,0.00014284485951066017,1.0,1.0,1.0,1.0,1.0,1.3958260751678608e-05,1.0,1.0,1.0,1.0
188,1.0,0.00013792798563372344,1.0,1.0,1.0,1.0,1.0,1.347473244095454e-05,1.0,1.0,1.0,1.0
189,1.0,0.0001331808016402647,1.0,1.0,1.0,1.0,1.0,1.3008291716687381e-05,1.0,1.0,1.0,1.0
190,1.0,0.0001285971375182271,1.0,1.0,1.0,1.0,1.0,1.2557432455650996e-05,1.0,1.0,1.0,1.0
191,1.0,0.00012417147809173912,1.0,1.0,1.0,1.0,1.0,1.2122774933231995e-05,1.0,1.0,1.0,1.0
192,1.0,0.00011989830090897158,1.0,1.0,1.0,1.0,1.0,1.1703712516464293e-05,1.0,1.0,1.0,1.0
193,1.0,0.0001157721781055443,1.0,1.0,1.0,1.0,1.0,1.1298376193735749e-05,1.0,1.0,1.0,1.0
194,1.0,0.00011178824206581339,1.0,1.0,1.0,1.0,1.0,1.0907261639658827e-05,1.0,1.0,1.0,1.0
195,1.0,0.00010794150148285553,1.0,1.0,1.0,1.0,1.0,1.0529828614380676e-05,1.0,1.0,1.0,1.0
196,1.0,0.00010422743071103469,1.0,1.0,1.0,1.0,1.0,1.0165466846956406e-05,1.0,1.0,1.0,1.0
197,1.0,0.00010064135130960494,1.0,1.0,1.0,1.0,1.0,9.814172699407209e-06,1.0,1.0,1.0,1.0
198,1.0,9.717876673676074e-05,1.0,1.0,1.0,1.0,1.0,9.475321348872967e-06,1.0,1.0,1.0,1.0
199,1.0,9.383544238517061e-05,1.0,1.0,1.0,1.0,1.0,9.147803211817518e-06,1.0,1.0,1.0,1.0
