timestamp_ms,temperature_c,humidity_percent,light_raw,anomaly
31098,24.34,49.88,1023.0,1
31198,24.47,50.09,1023.0,1
31298,24.44,50.08,1023.0,1
31398,24.42,49.28,1023.0,1
31498,24.29,49.34,1023.0,1
31598,24.31,50.02,397.49,0
31698,24.22,50.23,399.57,0
31798,24.35,49.89,395.95,0
31898,24.42,50.13,381.44,0
31998,24.62,49.25,387.11,0
32098,24.31,49.77,353.91,0
32198,24.45,50.17,346.82,0
32298,24.36,49.51,338.78,0
32398,24.68,49.53,359.29,0
32498,24.63,49.31,331.92,0
32598,24.64,49.07,324.61,0
32698,24.67,49.83,311.22,0
32798,24.81,49.83,327.93,0
32898,24.6,49.92,323.58,0
32998,24.82,49.46,298.45,0
33098,24.79,49.15,291.63,0
33198,24.88,49.71,290.6,0
33298,24.83,49.39,289.64,0
33398,24.7,49.89,275.39,0
33498,24.97,49.07,289.76,0
33598,24.65,49.84,272.47,0
33698,24.64,49.21,266.28,0
33798,24.7,49.82,284.79,0
33898,24.83,49.42,254.67,0
33998,25.05,49.17,269.41,0
34098,25.03,49.25,262.88,0
34198,24.9,49.34,245.87,0
34298,24.85,49.65,247.85,0
34398,24.84,49.64,243.19,0
34498,25.12,49.37,254.56,0
34598,25.01,49.65,250.65,0
34698,25.18,49.57,264.85,0
34798,24.85,49.55,260.32,0
34898,25.2,48.67,240.6,0
34998,24.87,49.1,261.76,0
35098,24.93,49.7,263.56,0
35198,25.14,49.23,264.71,0
35298,25.15,49.47,260.09,0
35398,25.22,49.04,250.23,0
35498,24.9,49.47,242.65,0
35598,24.96,49.41,248.64,0
35698,25.29,49.08,270.74,0
35798,24.98,49.55,266.33,0
35898,25.09,49.7,272.62,0
35998,25.05,49.48,264.86,0
36098,25.26,48.98,264.3,0
36198,25.25,48.81,275.06,0
36298,25.35,48.97,262.58,0
36398,25.02,49.69,269.4,0
36498,25.24,49.0,274.0,0
36598,25.09,49.15,280.7,0
36698,25.0,49.17,297.13,0
36798,25.07,48.98,284.56,0
36898,25.15,49.1,308.59,0
36998,25.04,49.77,305.32,0
37098,25.07,49.74,298.56,0
37198,25.16,49.48,311.4,0
37298,25.39,48.55,339.8,0
37398,25.3,49.09,328.78,0
37498,25.18,49.37,334.32,0
37598,25.06,48.96,339.84,0
37698,25.17,48.9,361.74,0
37798,25.2,49.32,354.24,0
37898,25.29,49.3,367.75,0
37998,25.0,48.83,369.99,0
38098,25.14,49.41,393.34,0
38198,25.06,48.99,399.65,0
38298,25.15,48.9,406.31,0
38398,25.23,48.76,416.23,0
38498,25.08,48.82,401.17,0
38598,25.11,49.22,431.74,0
38698,24.99,49.34,434.45,0
38798,25.28,48.76,450.49,0
38898,25.24,49.41,448.33,0
38998,25.16,49.06,458.45,0
39098,25.06,49.44,469.95,0
39198,25.01,49.71,483.65,0
39298,24.95,49.14,486.22,0
39398,25.02,49.35,502.83,0
39498,25.17,48.73,509.95,0
39598,25.04,48.83,505.53,0
39698,25.08,49.39,511.37,0
39798,25.12,49.65,541.65,0
39898,25.07,49.24,537.6,0
39998,25.11,49.22,555.1,0
40098,24.93,49.7,569.26,0
40198,25.2,49.31,560.21,0
40298,24.81,49.78,587.27,0
40398,25.03,49.57,599.65,0
40498,25.0,49.42,604.67,0
40598,24.92,49.31,618.75,0
40698,24.92,48.99,623.99,0
40798,24.97,48.84,639.39,0
40898,24.74,49.13,638.21,0
40998,24.87,48.98,650.55,0
41098,32.87,49.18,658.94,1
41198,32.7,49.6,666.84,1
41298,32.83,48.96,673.41,1
41398,32.99,49.41,687.21,1
41498,32.61,49.68,690.56,1
41598,24.97,48.99,681.3,0
41698,24.86,49.62,706.36,0
41798,24.67,49.31,715.58,0
41898,24.8,49.85,716.21,0
41998,24.77,49.8,731.84,0
42098,24.58,49.76,725.43,0
42198,24.53,49.86,753.76,0
42298,24.47,49.38,748.86,0
42398,24.66,49.13,747.24,0
42498,24.42,49.38,766.58,0
42598,24.72,49.87,782.86,0
42698,24.4,50.19,781.01,0
42798,24.44,49.99,782.55,0
42898,24.45,49.7,783.38,0
42998,24.64,49.09,779.4,0
43098,24.35,49.45,806.89,0
43198,24.33,49.92,788.9,0
43298,24.48,49.81,821.49,0
43398,24.36,50.2,816.69,0
43498,24.26,50.16,802.26,0
43598,24.17,50.25,825.46,0
43698,24.41,49.39,833.98,0
43798,24.24,49.53,843.12,0
43898,24.29,49.34,834.81,0
43998,24.31,49.97,841.91,0
44098,24.27,49.86,844.65,0
44198,24.34,49.6,847.91,0
44298,24.29,49.4,837.19,0
44398,24.18,49.38,841.1,0
44498,24.2,49.98,860.03,0
44598,24.21,49.63,850.08,0
44698,23.91,49.81,853.56,0
44798,24.12,50.34,840.91,0
44898,23.87,50.33,855.26,0
44998,24.02,49.83,845.29,0
45098,24.05,49.89,861.61,0
45198,23.98,50.36,854.0,0
45298,23.94,50.41,839.99,0
45398,23.73,50.3,862.37,0
45498,23.9,49.69,850.78,0
45598,23.73,50.38,837.91,0
45698,23.72,50.56,833.2,0
45798,23.94,49.75,845.46,0
45898,23.8,50.32,824.57,0
45998,23.67,50.16,837.62,0
46098,23.55,50.05,840.09,0
46198,23.76,50.36,819.99,0
46298,23.58,50.34,837.39,0
46398,23.63,49.85,813.76,0
46498,23.59,50.32,803.8,0
46598,23.54,50.65,818.0,0
46698,23.51,50.19,793.57,0
46798,23.48,49.99,801.45,0
46898,23.34,50.6,796.84,0
46998,23.33,50.78,788.97,0
47098,23.52,50.79,781.91,0
47198,23.53,50.29,778.1,0
47298,23.63,50.05,783.09,0
47398,23.53,50.21,766.69,0
47498,23.36,50.08,753.57,0
47598,23.37,50.84,761.62,0
47698,23.27,50.1,759.29,0
47798,23.45,50.54,741.35,0
47898,23.47,50.29,720.37,0
47998,23.49,49.94,733.79,0
48098,23.44,50.27,733.56,0
48198,23.23,50.85,699.72,0
48298,23.13,50.99,704.48,0
48398,23.31,50.04,694.53,0
48498,23.1,50.32,683.05,0
48598,23.06,50.58,672.0,0
48698,23.01,50.36,660.92,0
48798,23.17,51.08,661.82,0
48898,23.0,50.33,650.78,0
48998,23.12,50.15,657.21,0
49098,22.99,50.97,645.81,0
49198,22.98,51.1,623.92,0
49298,23.16,50.11,606.51,0
49398,23.11,50.63,619.8,0
49498,22.87,51.24,582.65,0
49598,23.02,50.47,575.19,0
49698,22.8,51.09,566.26,0
49798,22.94,51.15,575.24,0
49898,23.06,50.42,547.15,0
49998,23.13,50.15,545.79,0
50098,22.78,50.42,544.17,0
50198,22.96,51.17,533.83,0
50298,22.92,50.8,509.24,0
50398,22.76,50.97,503.88,0
50498,23.08,51.06,505.57,0
50598,22.97,50.3,499.26,0
50698,22.69,51.2,475.23,0
50798,22.7,51.35,481.99,0
50898,22.75,50.79,458.52,0
50998,22.87,51.06,448.67,0
51098,22.84,21.29,440.26,1
51198,22.71,21.05,450.18,1
51298,22.8,20.86,436.21,1
51398,22.66,21.4,412.79,1
51498,22.97,20.68,400.77,1
51598,22.88,51.17,415.68,0
51698,22.99,51.06,393.65,0
51798,22.78,50.64,381.62,0
51898,22.91,50.99,372.6,0
51998,22.69,50.55,359.51,0
52098,22.95,51.0,355.4,0
52198,22.89,51.01,346.19,0
52298,22.67,51.12,354.58,0
52398,22.82,50.56,334.86,0
52498,22.97,50.28,343.58,0
52598,22.81,50.89,316.77,0
52698,22.92,50.88,317.11,0
52798,23.0,50.89,316.58,0
52898,22.89,50.74,319.42,0
52998,22.76,50.92,295.35,0
53098,22.94,50.44,295.68,0
53198,22.79,50.53,298.56,0
53298,23.01,51.15,296.48,0
53398,22.7,50.61,295.97,0
53498,22.98,50.91,284.57,0
53598,22.88,51.16,281.38,0
53698,22.87,51.29,281.57,0
53798,22.87,50.73,277.4,0
53898,22.85,50.67,272.13,0
53998,22.93,50.69,274.7,0
54098,23.04,50.37,255.38,0
54198,22.8,51.05,268.15,0
54298,22.71,51.38,259.84,0
54398,22.84,50.99,253.73,0
54498,22.86,51.21,257.45,0
54598,22.78,50.47,252.92,0
54698,23.05,50.53,244.98,0
54798,22.87,50.99,238.42,0
54898,22.99,50.3,237.87,0
54998,23.05,51.07,239.04,0
55098,22.78,50.62,249.72,0
55198,22.91,50.34,249.75,0
55298,22.8,50.57,237.13,0
55398,22.93,50.37,256.3,0
55498,22.87,50.33,252.45,0
55598,23.23,50.56,245.26,0
55698,22.92,51.16,252.52,0
55798,23.05,51.09,268.35,0
55898,22.96,50.55,272.03,0
55998,23.29,50.31,268.9,0
56098,22.94,50.73,258.75,0
56198,22.96,51.09,268.76,0
56298,23.19,50.71,281.58,0
56398,23.09,51.04,284.69,0
56498,23.33,50.11,270.14,0
56598,23.18,50.6,290.94,0
56698,23.33,50.0,302.66,0
56798,23.2,50.93,288.73,0
56898,23.25,50.25,290.07,0
56998,23.3,50.93,303.57,0
57098,23.35,50.68,308.22,0
57198,23.45,50.68,329.64,0
57298,23.52,50.48,312.95,0
57398,23.33,50.63,336.8,0
57498,23.53,50.46,334.28,0
57598,23.44,50.23,332.29,0
57698,23.28,50.53,349.44,0
57798,23.43,50.16,349.94,0
57898,23.43,50.48,370.9,0
57998,23.43,50.44,363.9,0
58098,23.67,50.01,389.0,0
58198,23.73,50.26,384.23,0
58298,23.77,49.9,407.68,0
58398,23.48,50.39,405.75,0
58498,23.72,50.06,423.64,0
58598,23.45,50.24,428.26,0
58698,23.53,50.65,423.82,0
58798,23.88,50.53,435.3,0
58898,23.86,50.5,443.79,0
58998,23.78,50.36,461.38,0
59098,23.77,50.21,457.05,0
59198,23.83,50.12,465.12,0
59298,23.96,49.63,493.99,0
59398,23.87,50.29,507.93,0
59498,23.95,49.97,493.12,0
59598,23.77,50.16,510.87,0
59698,24.08,49.66,535.95,0
59798,23.86,49.81,537.03,0
59898,24.08,50.44,530.61,0
59998,24.07,49.98,557.63,0
60098,24.0,49.61,569.62,0
60198,24.21,50.09,572.76,0
60298,23.95,50.4,585.63,0
60398,23.97,50.1,600.43,0
60498,24.32,50.16,592.78,0
60598,24.08,49.46,591.1,0
60698,23.98,49.87,606.7,0
60798,24.06,49.59,617.76,0
60898,24.12,49.95,639.05,0
60998,24.23,50.03,654.29,0
61098,24.38,49.89,1023.0,1
61198,24.13,49.65,1023.0,1
61298,24.45,49.22,1023.0,1
61398,24.24,49.52,1023.0,1
61498,24.37,49.48,1023.0,1
61598,24.43,50.0,686.28,0
61698,24.45,49.42,717.25,0
61798,24.59,49.6,714.62,0
61898,24.27,49.57,708.33,0
61998,24.59,49.38,725.69,0
62098,24.58,49.99,740.02,0
62198,24.6,49.23,738.45,0
62298,24.56,49.31,753.79,0
62398,24.56,49.11,766.04,0
62498,24.45,49.61,774.36,0
62598,24.56,50.1,757.43,0
62698,24.71,49.81,784.07,0
62798,24.84,49.42,772.09,0
62898,24.7,49.87,777.46,0
62998,24.55,49.47,793.81,0
63098,24.53,49.34,804.41,0
63198,24.81,49.07,801.82,0
63298,24.81,49.34,810.31,0
63398,24.67,49.84,822.23,0
63498,24.7,49.72,810.04,0
63598,24.74,49.23,830.06,0
63698,24.69,49.96,837.73,0
63798,25.06,49.01,842.5,0
63898,24.92,49.39,826.94,0
63998,25.07,49.49,837.31,0
64098,24.85,49.47,827.68,0
64198,24.79,49.54,834.46,0
64298,24.96,49.59,835.89,0
64398,25.04,49.14,852.44,0
64498,24.84,49.47,857.32,0
64598,25.02,48.89,851.78,0
64698,24.98,49.3,846.78,0
64798,25.21,48.79,860.23,0
64898,25.12,48.78,853.65,0
64998,25.01,49.71,840.79,0
65098,25.21,49.49,864.85,0
65198,25.26,49.18,856.04,0
65298,25.2,49.61,841.38,0
65398,24.94,49.09,853.97,0
65498,25.12,49.41,844.25,0
65598,24.98,49.68,858.53,0
65698,24.97,49.62,854.93,0
65798,25.3,49.51,851.86,0
65898,25.22,49.19,825.47,0
65998,25.16,49.07,845.23,0
66098,25.05,49.62,822.96,0
66198,25.18,48.68,824.51,0
66298,25.17,49.63,821.26,0
66398,25.17,48.73,818.85,0
66498,25.12,49.31,815.55,0
66598,25.23,48.79,813.32,0
66698,25.31,48.75,800.99,0
66798,25.18,49.4,812.32,0
66898,25.37,48.91,812.56,0
66998,25.02,49.6,797.04,0
67098,25.17,49.58,794.06,0
67198,25.29,49.21,779.91,0
67298,25.37,49.4,766.84,0
67398,25.34,49.37,756.07,0
67498,25.09,49.21,747.92,0
67598,25.37,49.5,760.53,0
67698,25.14,49.29,759.48,0
67798,25.34,49.39,729.95,0
67898,25.29,49.08,723.9,0
67998,25.31,49.28,735.0,0
68098,25.19,48.99,720.22,0
68198,25.35,49.33,713.43,0
68298,25.09,48.89,707.56,0
68398,25.15,49.09,709.57,0
68498,25.34,49.24,675.89,0
68598,25.33,49.02,673.81,0
68698,25.15,49.55,660.99,0
68798,25.29,48.73,672.8,0
68898,25.27,49.37,659.0,0
68998,25.25,49.34,641.91,0
69098,24.94,48.91,646.19,0
69198,25.07,49.14,633.77,0
69298,24.98,48.93,615.26,0
69398,25.01,49.07,598.62,0
69498,25.1,49.07,590.08,0
69598,24.91,49.53,588.85,0
69698,24.89,49.73,576.32,0
69798,25.14,48.95,575.39,0
69898,24.99,49.19,547.82,0
69998,25.23,49.6,539.53,0
70098,24.92,48.96,537.39,0
70198,24.98,49.35,527.87,0
70298,24.8,49.12,516.35,0
70398,24.82,49.4,527.13,0
70498,24.81,49.67,489.56,0
70598,25.04,49.5,502.16,0
70698,24.9,49.53,496.71,0
70798,24.87,49.05,464.31,0
70898,25.0,48.88,463.22,0
70998,24.87,48.94,463.23,0
71098,32.93,49.8,434.07,1
71198,32.82,49.54,431.13,1
71298,32.87,49.52,421.88,1
71398,32.86,49.69,409.05,1
71498,32.98,49.01,406.29,1
71598,24.66,49.86,418.63,0
71698,24.83,49.52,400.2,0
71798,24.79,49.72,391.92,0
71898,24.69,49.79,394.93,0
71998,24.63,49.38,366.06,0
72098,24.61,49.61,376.88,0
72198,24.75,49.89,369.54,0
72298,24.55,49.93,348.76,0
72398,24.49,49.18,334.49,0
72498,24.52,49.3,335.9,0
72598,24.66,49.22,317.14,0
72698,24.48,49.46,313.68,0
72798,24.54,49.25,316.21,0
72898,24.48,50.1,308.21,0
72998,24.36,49.66,306.8,0
73098,24.54,49.41,309.66,0
73198,24.27,50.02,309.18,0
73298,24.32,49.36,293.93,0
73398,24.26,49.96,288.43,0
73498,24.4,50.15,277.14,0
73598,24.29,49.61,264.74,0
73698,24.2,50.11,285.97,0
73798,24.24,49.38,276.85,0
73898,24.35,50.04,265.91,0
73998,24.28,49.36,277.19,0
74098,24.32,50.26,253.97,0
74198,24.24,49.83,251.48,0
74298,24.29,50.25,254.7,0
74398,24.17,49.56,254.27,0
74498,24.1,49.57,263.08,0
74598,24.22,50.21,245.59,0
74698,24.15,49.47,262.34,0
74798,24.08,49.49,254.92,0
74898,24.11,49.52,240.75,0
74998,24.05,50.35,237.8,0
75098,23.84,49.69,249.54,0
75198,24.04,49.9,242.02,0
75298,23.82,49.95,261.17,0
75398,24.08,50.32,247.78,0
75498,24.05,50.25,248.33,0
75598,23.85,49.75,265.39,0
75698,23.87,49.83,257.28,0
75798,23.62,50.57,254.28,0
75898,23.6,50.16,252.8,0
75998,23.66,49.95,252.57,0
76098,23.64,50.25,279.17,0
76198,23.53,50.01,274.11,0
76298,23.82,50.5,280.64,0
76398,23.74,50.53,291.17,0
76498,23.76,50.46,268.21,0
76598,23.41,50.26,293.88,0
76698,23.49,50.09,278.14,0
76798,23.54,50.67,309.25,0
76898,23.7,50.56,293.81,0
76998,23.41,50.06,316.32,0
77098,23.35,50.05,324.72,0
77198,23.58,50.06,319.09,0
77298,23.38,50.28,338.46,0
77398,23.57,49.96,338.25,0
77498,23.59,50.29,325.34,0
77598,23.38,50.05,348.63,0
77698,23.26,50.85,352.25,0
77798,23.34,50.28,356.99,0
77898,23.16,50.18,357.3,0
77998,23.23,50.28,370.94,0
78098,23.29,50.85,386.48,0
78198,23.41,50.19,379.64,0
78298,23.19,50.69,401.63,0
78398,23.12,50.93,396.95,0
78498,23.06,50.68,424.7,0
78598,23.32,50.34,412.34,0
78698,23.22,50.7,425.86,0
78798,23.34,50.37,450.54,0
78898,23.28,50.16,461.64,0
78998,23.11,50.27,446.72,0
79098,22.96,50.85,474.87,0
79198,22.9,51.18,484.89,0
79298,23.11,50.92,472.92,0
79398,23.17,50.3,489.06,0
79498,23.03,50.28,502.53,0
79598,23.0,51.11,522.15,0
79698,22.98,50.63,516.11,0
79798,22.92,50.3,521.22,0
79898,22.84,50.32,531.66,0
79998,22.76,51.3,553.24,0
80098,23.12,50.62,559.9,0
80198,22.99,50.53,571.14,0
80298,23.06,50.35,566.23,0
80398,22.74,51.31,601.2,0
80498,23.08,50.59,605.64,0
80598,22.72,50.96,610.0,0
80698,22.72,50.44,618.29,0
80798,22.93,50.79,627.3,0
80898,22.78,50.79,638.37,0
80998,22.93,50.28,638.15,0
81098,22.7,21.37,665.31,1
81198,22.91,20.78,654.34,1
81298,22.77,20.92,664.38,1
81398,22.96,20.55,678.94,1
81498,22.8,21.22,680.28,1
81598,22.86,50.78,700.6,0
81698,22.81,50.91,699.94,0
81798,22.89,50.99,718.72,0
81898,22.97,50.73,732.99,0
81998,22.73,50.92,728.03,0
82098,22.79,51.18,741.61,0
82198,22.84,51.09,739.08,0
82298,22.84,50.36,750.66,0
82398,22.91,50.86,758.11,0
82498,22.86,50.39,769.42,0
82598,22.77,50.77,781.07,0
82698,22.87,50.55,773.5,0
82798,22.87,50.64,780.78,0
82898,22.69,50.64,790.1,0
